year,month,day,u1060S
1981,6,14,-2.2299461
1981,6,15,-2.2912483
1981,6,16,-1.6187019
1981,6,17,-1.776783
1981,6,18,-4.230751
1981,6,19,-5.6638985
1981,6,20,-5.159149
1981,6,21,-2.1517754
1981,6,22,0.86138535
1981,6,23,3.1294594
1981,6,24,3.062294
1981,6,25,2.0074615
1981,6,26,-0.21845245
1981,6,27,-2.5868149
1981,6,28,-3.7724648
1981,6,29,-3.2502365
1981,6,30,-2.474125
1981,7,1,-1.5921783
1981,7,2,-1.0595207
1981,7,3,-1.451416
1981,7,4,-3.5551949
1981,7,5,-4.969368
1981,7,6,-5.3419266
1981,7,7,-5.286621
1981,7,8,-5.2730675
1981,7,9,-4.6702957
1981,7,10,-2.6589317
1981,7,11,-3.2097015
1981,7,12,-7.015766
1981,7,13,-8.920448
1981,7,14,-7.5767975
1981,7,15,-4.9810295
1981,7,16,-4.893818
1981,7,17,-5.538994
1981,7,18,-4.814808
1981,7,19,-3.2857857
1981,7,20,-1.8541908
1981,7,21,-3.2686462
1981,7,22,-4.0572853
1981,7,23,-6.7070923
1981,7,24,-7.7261543
1981,7,25,-7.8491287
1981,7,26,-8.430519
1981,7,27,-9.797863
1981,7,28,-13.513851
1981,7,29,-14.34613
1981,7,30,-11.922028
1981,7,31,-10.034584
1981,8,1,-9.583843
1981,8,2,-9.566799
1981,8,3,-7.5178337
1981,8,4,-6.147045
1981,8,5,-5.499264
1981,8,6,-5.2718964
1981,8,7,-5.153801
1981,8,8,-5.270626
1981,8,9,-5.9727783
1981,8,10,-6.4733887
1981,8,11,-7.8595886
1981,8,12,-9.679981
1981,8,13,-9.991356
1981,8,14,-9.511314
1981,8,15,-9.1744
1981,8,16,-8.431488
1981,8,17,-7.455982
1981,8,18,-7.0160675
1981,8,19,-7.932144
1981,8,20,-7.1776237
1981,8,21,-5.7692337
1981,8,22,-5.4993553
1981,8,23,-6.099472
1981,8,24,-5.8477974
1981,8,25,-5.4299126
1981,8,26,-4.649994
1981,8,27,-4.003376
1981,8,28,-3.9368172
1981,8,29,-4.132885
1981,8,30,-5.420704
1981,8,31,-5.271847
1981,9,1,-5.1001472
1981,9,2,-4.95652
1981,9,3,-4.63715
1981,9,4,-4.870365
1981,9,5,-6.1875076
1981,9,6,-8.261669
1981,9,7,-8.113384
1981,9,8,-8.130997
1981,9,9,-8.6757965
1981,9,10,-8.068497
1981,9,11,-6.4949036
1981,9,12,-4.2323914
1981,9,13,-3.2506027
1981,9,14,-1.6288948
1981,9,15,-2.838173
1981,9,16,-4.5623856
1981,9,17,-6.0969543
1981,9,18,-8.018818
1981,9,19,-7.3517113
1981,9,20,-5.2206
1981,9,21,-3.8294144
1981,9,22,-4.9902115
1981,9,23,-5.5416946
1981,9,24,-4.4888077
1981,9,25,-4.5024376
1981,9,26,-3.2917595
1981,9,27,-1.5721054
1981,9,28,-2.2407608
1981,9,29,-2.0578346
1981,9,30,-1.5418129
1981,10,1,-1.1428909
1981,10,2,-1.2472038
1981,10,3,0.16547775
1981,10,4,1.2959213
1981,10,5,0.2871666
1981,10,6,0.1312027
1981,10,7,1.9115944
1981,10,8,3.7422218
