year,month,day,u1060S
1980,8,15,-3.7072372
1980,8,16,-3.7166138
1980,8,17,-3.5194893
1980,8,18,-2.4190407
1980,8,19,-1.9665298
1980,8,20,-2.8068962
1980,8,21,-3.3136444
1980,8,22,-3.8059196
1980,8,23,-3.8066483
1980,8,24,-2.96883
1980,8,25,-2.511383
1980,8,26,-2.7707024
1980,8,27,-2.960785
1980,8,28,-3.3807411
1980,8,29,-5.2896423
1980,8,30,-6.5557556
1980,8,31,-7.3101997
1980,9,1,-7.981251
1980,9,2,-8.710304
1980,9,3,-9.376881
1980,9,4,-8.419495
1980,9,5,-7.672165
1980,9,6,-7.82761
1980,9,7,-7.139393
1980,9,8,-4.7377357
1980,9,9,-3.7265472
1980,9,10,-3.5275497
1980,9,11,-4.269249
1980,9,12,-3.8751144
1980,9,13,-3.3102303
1980,9,14,-3.1702728
1980,9,15,-2.869072
1980,9,16,-3.3776054
1980,9,17,-2.6030807
1980,9,18,-1.6683235
1980,9,19,-3.0459557
1980,9,20,-6.169178
1980,9,21,-8.067295
1980,9,22,-7.1775627
1980,9,23,-4.6195946
1980,9,24,-1.822258
1980,9,25,0.059249878
1980,9,26,-0.072200775
1980,9,27,-0.07902908
1980,9,28,0.27134323
1980,9,29,0.4894638
1980,9,30,1.2852211
1980,10,1,1.8016739
1980,10,2,3.0950851
1980,10,3,0.81274414
1980,10,4,0.21953583
1980,10,5,0.53860855
1980,10,6,2.1222458
1980,10,7,2.6692924
1980,10,8,0.94250107
1980,10,9,0.6975517
1980,10,10,-0.22407913
1980,10,11,-0.5072479
1980,10,12,2.4527779
1980,10,13,5.511265
1980,10,14,8.1320305
1980,10,15,8.037407
1980,10,16,8.318417
1980,10,17,8.322029
1980,10,18,7.5601234
1980,10,19,6.1163445
1980,10,20,3.9970856
1980,10,21,2.1669846
1980,10,22,0.62140274
1980,10,23,0.726738
1980,10,24,1.7513504
1980,10,25,2.6091957
1980,10,26,3.5768929
1980,10,27,5.663067
1980,10,28,7.853985
1980,10,29,9.235302
1980,10,30,8.8117485
1980,10,31,10.353821
1980,11,1,11.7105255
1980,11,2,9.707474
1980,11,3,7.7195663
1980,11,4,4.202999
1980,11,5,-0.7018528
1980,11,6,-2.0575638
1980,11,7,-0.65109825
1980,11,8,-0.24865913
1980,11,9,1.6407852
1980,11,10,1.8033962
1980,11,11,1.2422962
1980,11,12,3.2941208
1980,11,13,0.9964981
1980,11,14,-1.3188648
1980,11,15,-4.051111
1980,11,16,-6.1189957
1980,11,17,-5.676939
1980,11,18,-3.7432575
1980,11,19,-3.797573
1980,11,20,-3.4936829
1980,11,21,-6.6834908
1980,11,22,-10.501605
1980,11,23,-13.610512
1980,11,24,-15.68342
1980,11,25,-16.361881
1980,11,26,-18.531393
1980,11,27,-19.534773
1980,11,28,-18.715654
1980,11,29,-17.492443
1980,11,30,-16.428068
1980,12,1,-15.595849
1980,12,2,-15.138434
1980,12,3,-14.780965
1980,12,4,-13.886813
1980,12,5,-13.41698
1980,12,6,-12.800153
1980,12,7,-11.701859
1980,12,8,-10.178263
1980,12,9,-9.716228
1980,12,10,-9.423397
1980,12,11,-9.207433
1980,12,12,-8.41454
1980,12,13,-7.3061104
1980,12,14,-6.40623
1980,12,15,-5.7970433
1980,12,16,-5.613005
1980,12,17,-5.8262753
1980,12,18,-5.387129
1980,12,19,-5.0818796
1980,12,20,-4.9527473
1980,12,21,-4.706505
1980,12,22,-4.299008
1980,12,23,-3.4198878
1980,12,24,-2.9539049
1980,12,25,-2.5239315
1980,12,26,-2.140156
1980,12,27,-2.4853518
1980,12,28,-2.9732203
1980,12,29,-3.3304422
1980,12,30,-2.787068
1980,12,31,-1.8097866
1981,1,1,-0.83196646
1981,1,2,-0.40088695
1981,1,3,-0.52651346
1981,1,4,-1.0088626
1981,1,5,-1.0049425
1981,1,6,-1.0254616
1981,1,7,-0.6983402
1981,1,8,0.13235164
1981,1,9,0.36777234
1981,1,10,0.011814117
1981,1,11,-0.26551056
1981,1,12,-0.26600325
1981,1,13,-0.44999307
1981,1,14,-0.42241895
1981,1,15,-0.4120437
1981,1,16,-0.18332815
1981,1,17,-0.19371915
1981,1,18,-0.9218959
1981,1,19,-1.50157
1981,1,20,-1.5303502
1981,1,21,-1.6211568
1981,1,22,-2.0382097
1981,1,23,-1.4095817
1981,1,24,0.06560469
1981,1,25,0.96393895
1981,1,26,1.4563484
1981,1,27,1.4069786
1981,1,28,1.4815822
1981,1,29,1.3729668
1981,1,30,0.66974735
1981,1,31,0.36678052
1981,2,1,0.26078248
1981,2,2,0.630743
1981,2,3,0.72927904
1981,2,4,0.46839237
1981,2,5,0.43462133
1981,2,6,0.17615652
1981,2,7,0.28863
1981,2,8,0.9603729
1981,2,9,1.1579967
1981,2,10,0.30757713
1981,2,11,-0.24780846
1981,2,12,-0.013184071
1981,2,13,0.42423105
1981,2,14,0.989099
1981,2,15,1.6397252
1981,2,16,2.0507145
1981,2,17,2.3106518
1981,2,18,1.5398569
1981,2,19,0.8571429
1981,2,20,0.21232271
1981,2,21,-0.86530113
1981,2,22,-1.2760158
1981,2,23,-0.75856924
1981,2,24,-0.62167454
1981,2,25,-0.29255724
1981,2,26,-0.15379953
1981,2,27,-0.88578606
1981,2,28,-1.3156996
1981,3,1,-2.1649241
1981,3,2,-2.7959027
1981,3,3,-3.4391584
1981,3,4,-3.4895196
1981,3,5,-2.6438208
1981,3,6,-1.2962885
1981,3,7,-0.7626982
1981,3,8,-1.1661377
1981,3,9,-1.8965273
1981,3,10,-2.6910458
1981,3,11,-2.8611107
1981,3,12,-2.943141
1981,3,13,-3.172635
1981,3,14,-3.8135986
1981,3,15,-3.7008972
1981,3,16,-3.113083
1981,3,17,-2.4721003
1981,3,18,-2.5491982
1981,3,19,-2.4375134
1981,3,20,-2.2841377
1981,3,21,-1.6678877
1981,3,22,-1.3560629
1981,3,23,-1.2343884
1981,3,24,-1.0672722
1981,3,25,-1.8845863
1981,3,26,-2.717822
1981,3,27,-3.2059927
1981,3,28,-3.63031
1981,3,29,-3.208377
1981,3,30,-3.1923056
1981,3,31,-3.6261692
1981,4,1,-4.1029778
1981,4,2,-4.6491356
1981,4,3,-4.8843765
1981,4,4,-4.432233
1981,4,5,-4.354678
1981,4,6,-4.6254015
1981,4,7,-4.935892
1981,4,8,-4.9030094
1981,4,9,-4.467781
1981,4,10,-3.6479225
1981,4,11,-3.5569782
1981,4,12,-3.2871952
1981,4,13,-2.4850235
1981,4,14,-2.69631
1981,4,15,-3.396862
1981,4,16,-3.287304
1981,4,17,-2.8007717
1981,4,18,-2.1488037
1981,4,19,-2.9498844
1981,4,20,-4.2519417
1981,4,21,-4.5064106
1981,4,22,-4.054411
1981,4,23,-3.9433765
1981,4,24,-3.5696735
1981,4,25,-3.964632
1981,4,26,-4.7301807
