year,month,day,u1060S
1981,10,9,6.9374084
1981,10,10,7.60413
1981,10,11,8.76038
1981,10,12,10.270901
1981,10,13,10.766991
1981,10,14,8.33041
1981,10,15,7.538601
1981,10,16,6.358261
1981,10,17,6.9528046
1981,10,18,11.443676
1981,10,19,12.178608
1981,10,20,11.913708
1981,10,21,12.406105
1981,10,22,13.969934
1981,10,23,17.569792
1981,10,24,21.46411
1981,10,25,24.130074
1981,10,26,23.375126
1981,10,27,20.123592
1981,10,28,19.585272
1981,10,29,20.526672
1981,10,30,19.380623
1981,10,31,17.65835
1981,11,1,17.290138
1981,11,2,16.872211
1981,11,3,14.8387375
1981,11,4,11.740463
1981,11,5,9.684894
1981,11,6,8.16044
1981,11,7,7.7546644
1981,11,8,7.4215574
1981,11,9,6.079522
1981,11,10,6.801491
1981,11,11,8.984218
1981,11,12,6.461948
1981,11,13,2.1627636
1981,11,14,-0.80064535
1981,11,15,-2.820399
1981,11,16,-3.54148
1981,11,17,-3.365796
1981,11,18,-4.6062717
1981,11,19,-6.32373
1981,11,20,-8.266374
1981,11,21,-8.670213
